# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,,
# Corp Site Adult Learner,,,,,,,,,,,,,,,,,,,,,,
# Copy of CET Campaign Results-Free form 1,,,,,,,,,,,,,,,,,,,,,,
# 20250101-20250430,,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Segment,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,
Page path and screen class,First user campaign,Total users,New users,Active users,Returning users,Views,Sessions,Views per session,Average session duration,Bounce rate,Exits,Total users,New users,Active users,Returning users,Views,Sessions,Views per session,Average session duration,Bounce rate,Exits,
/adult-learner/find-a-course,1.20218E+17,12,0,12,0,19,12,1.583333333,60.705976,0.083333333,6,12,0,12,0,19,12,1.583333333,60.705976,0.083333333,6,
/adult-learner,1.20218E+17,11,0,11,2,15,11,1.363636364,30.23755555,0,0,11,0,11,2,15,11,1.363636364,30.23755555,0,0,
/adult-learner/course-detail/NYP-AS002Z/staff-training-and-development-part-of-pdc3-of-advanced-diploma-in-pharmaceutical-sciences,cet-q1-2025,11,0,11,1,11,11,1,163.6678755,0,1,11,0,11,1,11,11,1,163.6678755,0,1,
/adult-learner/course-detail/NYP-AS005Z/patient-education-part-of-the-pdc1-advanced-diploma-in-pharmaceutical-sciences,cet-q1-2025,11,0,11,2,12,12,1,57.64292592,0,4,11,0,11,2,12,12,1,57.64292592,0,4,
/adult-learner/course-detail/NYP-AS010Z/automated-medication-systems-part-of-pdc4-of-advanced-diploma-in-pharmaceutical-sciences,cet-q1-2025,11,0,11,2,11,11,1,33.31284209,0,4,11,0,11,2,11,11,1,33.31284209,0,4,
/adult-learner/course-detail/NYP-CB0553/sc101-customs-procedures,(not set),11,1,11,7,16,18,0.888888889,168.1940857,0.277777778,10,11,1,11,7,16,18,0.888888889,168.1940857,0.277777778,10,
/adult-learner/course-detail/NYP-CB1033/digital-marketing-for-hospitality-management-a-practical-approach,2025S1-sbm-acet,11,0,11,3,13,11,1.181818182,23.14276609,0,5,11,0,11,3,13,11,1.181818182,23.14276609,0,5,
/adult-learner/course-detail/NYP-CB1252/iot-applications-in-supply-chain-management,(organic),11,1,11,4,12,11,1.090909091,145.8131776,0,2,11,1,11,4,12,11,1.090909091,145.8131776,0,2,
/adult-learner/course-detail/NYP-CB1295/starting-your-coffee-business,cet-q1-2025,11,0,11,3,13,11,1.181818182,65.21680927,0.090909091,4,11,0,11,3,13,11,1.181818182,65.21680927,0.090909091,4,
/adult-learner/course-detail/NYP-CB1577/business-storytelling-to-connect-with-your-online-target-audience,(organic),11,4,11,5,11,12,0.916666667,109.4052427,0.083333333,5,11,4,11,5,11,12,0.916666667,109.4052427,0.083333333,5,
/adult-learner/course-detail/NYP-CB231003/introduction-to-business-analytics-making-data-driven-decisions-for-business-executives,(referral),11,2,11,7,18,14,1.285714286,206.132934,0.071428571,8,11,2,11,7,18,14,1.285714286,206.132934,0.071428571,8,
/adult-learner/course-detail/NYP-CB231023/sustainability-in-sourcing-and-procurement-strategies,cet-q1-2025#sustainability,11,0,11,1,12,11,1.090909091,31.00292455,0,4,11,0,11,1,12,11,1.090909091,31.00292455,0,4,
/adult-learner/course-detail/NYP-CB234001/digitalisation-for-transportation-skillsfuture-for-digital-workplace-20,cet-q1-2025,11,0,11,1,11,12,0.916666667,20.36831583,0,3,11,0,11,1,11,12,0.916666667,20.36831583,0,3,
/adult-learner/course-detail/NYP-CB241002/be-a-sport-safety-champion,(organic),11,2,11,5,11,15,0.733333333,67.80699793,0.333333333,6,11,2,11,5,11,15,0.733333333,67.80699793,0.333333333,6,
/adult-learner/course-detail/NYP-CE1146/fundamentals-of-data-analytics,(referral),11,3,11,1,12,11,1.090909091,52.81790273,0.090909091,3,11,3,11,1,12,11,1.090909091,52.81790273,0.090909091,3,
/adult-learner/course-detail/NYP-CE1305/hands-on-3d-printing-and-modelling,(direct),11,0,11,5,13,12,1.083333333,30.97916625,0.083333333,2,11,0,11,5,13,12,1.083333333,30.97916625,0.083333333,2,
/adult-learner/course-detail/NYP-CE1380/deep-dive-into-3d-printing-classroom-and-synchronous,(direct),11,0,11,6,17,15,1.133333333,129.1195712,0.133333333,3,11,0,11,6,17,15,1.133333333,129.1195712,0.133333333,3,
/adult-learner/course-detail/NYP-CE231012/data-analytics-tools,(organic),11,0,11,3,11,12,0.916666667,40.95118217,0.083333333,2,11,0,11,3,11,12,0.916666667,40.95118217,0.083333333,2,
/adult-learner/course-detail/NYP-CI1081/data-analytics-for-workplace,(not set),11,0,11,5,22,17,1.294117647,47.33115406,0.058823529,5,11,0,11,5,22,17,1.294117647,47.33115406,0.058823529,5,
/adult-learner/course-detail/NYP-CI234001/digital-transformation-skillsfuture-for-digital-workplace-20,(direct),11,2,11,8,12,16,0.75,115.9888056,0.4375,7,11,2,11,8,12,16,0.75,115.9888056,0.4375,7,
/adult-learner/course-detail/NYP-CI245023/the-art-of-effective-prompting-for-productivity,(organic),11,1,11,4,13,13,1,70.16292192,0.076923077,3,11,1,11,4,13,13,1,70.16292192,0.076923077,3,
/adult-learner/course-detail/NYP-CK2017/delivering-successful-presentations,(direct),11,0,11,3,12,12,1,31.13474958,0.083333333,2,11,0,11,3,12,12,1,31.13474958,0.083333333,2,
/adult-learner/course-detail/NYP-CL0524/the-science-of-aging-gracefully-diet-exercise-and-skin-care,cet-q1-2025#personal-development,11,0,11,1,13,11,1.181818182,31.58495564,0,3,11,0,11,1,13,11,1.181818182,31.58495564,0,3,
/adult-learner/course-detail/NYP-CLDP01/diploma-in-applied-science-food-technology,2025S1-sbm-acet,11,0,11,7,18,17,1.058823529,114.0750048,0.058823529,8,11,0,11,7,18,17,1.058823529,114.0750048,0.058823529,8,
/adult-learner/course-detail/NYP-CX1258/bim-revit-for-architecture-level-1,(referral),11,10,11,1,12,12,1,221.2770424,0.166666667,9,11,10,11,1,12,12,1,221.2770424,0.166666667,9,
/adult-learner/course-detail/NYP-CX1287/harnessing-design-thinking-for-innovation,(organic),11,1,11,6,16,18,0.888888889,88.51355978,0.222222222,6,11,1,11,6,16,18,0.888888889,88.51355978,0.222222222,6,
/adult-learner/course-detail/NYP-CX1306/video-editing-made-easy-with-smartphone,(organic),11,5,11,5,12,14,0.857142857,214.3880463,0.142857143,9,11,5,11,5,12,14,0.857142857,214.3880463,0.142857143,9,
/adult-learner/course-detail/NYP-CX1541/digital-sculpting-in-blender,(organic),11,3,11,3,14,13,1.076923077,90.91928038,0.076923077,8,11,3,11,3,14,13,1.076923077,90.91928038,0.076923077,8,
/adult-learner/course-detail/NYP-DXSP02/specialist-diploma-in-visual-effects,1.20218E+17,11,0,9,7,15,13,1.153846154,120.9963527,0.230769231,13,11,0,9,7,15,13,1.153846154,120.9963527,0.230769231,13,
/adult-learner/course-detail/NYP-DXSP03/specialist-diploma-in-service-experience-design-and-innovation,cet-q1-2025#personal-development,11,0,7,7,19,19,1,56.84104837,0.473684211,13,11,0,7,7,19,19,1,56.84104837,0.473684211,13,
/adult-learner/course-detail/NYP-DXSP04/specialist-diploma-in-augmented-reality-and-virtual-reality,1.20218E+17,11,0,6,5,11,11,1,30.87855764,0.727272727,11,11,0,6,5,11,11,1,30.87855764,0.727272727,11,
/adult-learner/course-detail/NYP-DXSP05/specialist-diploma-in-digital-media-production,(not set),11,6,11,2,14,15,0.933333333,147.007679,0.533333333,10,11,6,11,2,14,15,0.933333333,147.007679,0.533333333,10,
/adult-learner/course-detail/NYP-DXSP07/specialist-diploma-in-user-experience-design-and-management,1.20218E+17,11,0,10,6,19,13,1.461538462,188.273586,0.230769231,12,11,0,10,6,19,13,1.461538462,188.273586,0.230769231,12,
/adult-learner/course-detail/NYP-EGDP04/diploma-in-engineering-aerospace-manufacturing,oh2025,11,0,11,3,12,12,1,34.13014,0,4,11,0,11,3,12,12,1,34.13014,0,4,
/adult-learner/course-detail/NYP-EGQP06/wsq-diploma-in-precision-engineering-master-craftsman-skills,(not set),11,0,11,2,11,12,0.916666667,36.130806,0.166666667,4,11,0,11,2,11,12,0.916666667,36.130806,0.166666667,4,
/adult-learner/course-detail/NYP-HSAF38/advanced-diploma-in-nursing-community-health-adch1,2025S1-sbm-acet,11,0,11,8,12,12,1,36.90715625,0,3,11,0,11,8,12,12,1,36.90715625,0,3,
/adult-learner/course-detail/NYP-HSAF40/advanced-diploma-in-nursing-emergency-adem1,(not set),11,1,11,2,20,12,1.666666667,40.54408342,0,2,11,1,11,2,20,12,1.666666667,40.54408342,0,2,
/adult-learner/course-detail/NYP-HSAP11/advanced-diploma-in-nursing-management,(not set),11,2,11,4,13,11,1.181818182,51.62658264,0,3,11,2,11,4,13,11,1.181818182,51.62658264,0,3,
/adult-learner/course-detail/NYP-HSCP07/certificate-in-bridging-studies-for-enrolled-nurse,(not set),11,0,11,5,17,16,1.0625,132.9019541,0.125,10,11,0,11,5,17,16,1.0625,132.9019541,0.125,10,
/adult-learner/course-detail/NYP-ITSP13/specialist-diploma-in-cybersecurity-pcm,(referral),11,3,11,4,16,13,1.230769231,138.4940703,0.076923077,9,11,3,11,4,16,13,1.230769231,138.4940703,0.076923077,9,
/adult-learner/course-detail/NYP-JC5016/workplace-learning-wpl-train-the-trainer-ttt-programme,(organic),11,0,11,4,11,12,0.916666667,159.0480384,0,4,11,0,11,4,11,12,0.916666667,159.0480384,0,4,
/adult-learner/course-detail/NYP-SI4014_010/mobile-photography-with-your-smartphone-take-amazing-photos-tell-amazing-stories-classroom-facilitated-asynchronous-e-learning,cet-q1-2025,11,0,11,3,12,12,1,45.54242258,0.083333333,3,11,0,11,3,12,12,1,45.54242258,0.083333333,3,
/adult-learner/course-detail/NYP-SI4060_005/supercharge-sales-with-automated-omnichannel-integration-classroom-facilitated-practical-training-asynchronous-e-learning,(organic),11,1,11,5,11,12,0.916666667,68.40436542,0,3,11,1,11,5,11,12,0.916666667,68.40436542,0,3,
/adult-learner/course-detail/NYP-SI4060_005/supercharge-sales-with-automated-omnichannel-integration-classroom-facilitated-practical-training-asynchronous-e-learning,cet-q1-2025,11,0,11,6,12,12,1,54.9951745,0,2,11,0,11,6,12,12,1,54.9951745,0,2,
/adult-learner/course-detail/NYP-SI4062_003/tiktok-shop-optimise-your-social-media-marketing-engagement-and-boost-your-sales-classroom-facilitated-asynchronous-e-learning,(organic),11,3,11,2,12,11,1.090909091,137.0111474,0,3,11,3,11,2,12,11,1.090909091,137.0111474,0,3,
/adult-learner/course-detail/NYP-SI4064_006/live-streaming-boost-your-e-commerce-sales-classroom-facilitated-asynchronous-e-learning,(organic),11,1,11,2,12,11,1.090909091,43.91566291,0.090909091,5,11,1,11,2,12,11,1.090909091,43.91566291,0.090909091,5,
/adult-learner/course-detail/NYP-SI4065_001/social-commerce-xiao-hong-shu-xhs-classroom-facilitated-practical-training-asynchronous-e-learning,(organic),11,0,11,6,12,12,1,150.8953481,0,3,11,0,11,6,12,12,1,150.8953481,0,3,
/adult-learner/course-detail/NYP-SI4066_001/tiktok-influencer-and-content-marketing-strategies-to-drive-sales-classroom-facilitated-asynchronous-e-learning,(organic),11,3,11,4,13,13,1,77.19558354,0.153846154,7,11,3,11,4,13,13,1,77.19558354,0.153846154,7,
/adult-learner/course-detail/NYP-SI8035_002/digitalisation-for-food-services-skillsfuture-for-digital-workplace-20,(organic),11,2,10,3,17,15,1.133333333,119.3358517,0.066666667,7,11,2,10,3,17,15,1.133333333,119.3358517,0.066666667,7,
/adult-learner/course-detail/NYP-SI8039_001/chwee-kuey-and-char-kueh,(organic),11,3,11,3,11,11,1,165.4399624,0.181818182,6,11,3,11,3,11,11,1,165.4399624,0.181818182,6,
/adult-learner/course-detail/NYP-WSCD11_007/maintain-inventories,(direct),11,2,11,2,11,11,1,15.42175091,0.090909091,3,11,2,11,2,11,11,1,15.42175091,0.090909091,3,
/adult-learner/course-detail/NYP-WSCP28_012/signature-dim-sum,(direct),11,3,11,0,11,11,1,4.470297364,0,2,11,3,11,0,11,11,1,4.470297364,0,2,
/adult-learner/course-detail/NYP-WSCV01_009/basic-french-cuisine,(organic),11,0,11,1,11,11,1,17.476931,0,1,11,0,11,1,11,11,1,17.476931,0,1,
/adult-learner/course-detail/NYP-WSQBC1_001/be-a-collaborative-influencer-classroom-facilitated-asynchronous-e-learning,(organic),11,2,11,3,12,13,0.923076923,33.99525515,0.153846154,4,11,2,11,3,12,13,0.923076923,33.99525515,0.153846154,4,
/adult-learner/course-types/post-diploma-programmes/design-media,OH25,11,0,11,6,11,11,1,48.88603673,0.090909091,8,11,0,11,6,11,11,1,48.88603673,0.090909091,8,
/adult-learner/course-types/recommended/artificial-intelligence,oh2025,11,0,10,6,18,12,1.5,232.8752589,0.166666667,3,11,0,10,6,18,12,1.5,232.8752589,0.166666667,3,
/adult-learner/course-types/recommended/green-economy,(referral),11,1,10,6,40,44,0.909090909,146.3791575,0.181818182,14,11,1,10,6,40,44,0.909090909,146.3791575,0.181818182,14,
/adult-learner/course-types/short-courses/culinary,cet-q1-2025,11,0,11,5,13,13,1,363.6680195,0.076923077,3,11,0,11,5,13,13,1,363.6680195,0.076923077,3,
/adult-learner/course-types/short-courses/retail,(organic),11,10,11,2,15,12,1.25,29.45113508,0,6,11,10,11,2,15,12,1.25,29.45113508,0,6,
/adult-learner/course-types/work-study-certificates,OH25,11,0,11,6,13,12,1.083333333,185.1066888,0.083333333,3,11,0,11,6,13,12,1.083333333,185.1066888,0.083333333,3,
/adult-learner/skillsfuture-level-up,2024s2-sbm-shortcourses,11,0,8,8,14,11,1.272727273,119.2415674,0.181818182,5,11,0,8,8,14,11,1.272727273,119.2415674,0.181818182,5,
/adult-learner/course-detail/NYP-AS007Z/drug-information-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,cet-q1-2025,10,0,10,2,10,10,1,37.7556665,0,1,10,0,10,2,10,10,1,37.7556665,0,1,
/adult-learner/course-detail/NYP-BMEP01/work-study-post-diploma-specialist-diploma-in-human-capital-management,(referral),10,0,10,1,11,11,1,27.72016927,0.090909091,6,10,0,10,1,11,11,1,27.72016927,0.090909091,6,
/adult-learner/course-detail/NYP-BMLP02/work-study-certificate-leading-to-diploma-in-business-practice-accounting,(not set),10,0,10,7,17,12,1.416666667,144.7191234,0,4,10,0,10,7,17,12,1.416666667,144.7191234,0,4,
/adult-learner/course-detail/NYP-BMSP16/specialist-diploma-in-fund-management-and-administration,(not set),10,2,10,3,18,15,1.2,77.05593487,0.066666667,9,10,2,10,3,18,15,1.2,77.05593487,0.066666667,9,
/adult-learner/course-detail/NYP-BMSP20/specialist-diploma-in-wholesale-and-trade-management,(referral),10,1,8,2,8,10,0.8,29.6105304,0.3,3,10,1,8,2,8,10,0.8,29.6105304,0.3,3,
/adult-learner/course-detail/NYP-BMSP21/specialist-diploma-in-hr-analytics-and-digitalisation,(not set),10,1,10,5,16,13,1.230769231,142.5296254,0.153846154,7,10,1,10,5,16,13,1.230769231,142.5296254,0.153846154,7,
/adult-learner/course-detail/NYP-CB1003/engaging-fandb-customers-on-social-media,(organic),10,7,10,2,14,10,1.4,76.9833724,0.3,8,10,7,10,2,14,10,1.4,76.9833724,0.3,8,
/adult-learner/course-detail/NYP-CB1038/machine-learning-in-finance,(direct),10,0,10,4,10,11,0.909090909,117.336746,0,4,10,0,10,4,10,11,0.909090909,117.336746,0,4,
/adult-learner/course-detail/NYP-CB1536/certificate-in-fund-administration,cet-q1-2025,10,0,10,2,11,10,1.1,33.4393858,0,3,10,0,10,2,11,10,1.1,33.4393858,0,3,
/adult-learner/course-detail/NYP-CB1573/introduction-to-sustainability-for-hospitality-businesses,cet-q1-2025,10,0,10,1,10,10,1,17.1111241,0,0,10,0,10,1,10,10,1,17.1111241,0,0,
/adult-learner/course-detail/NYP-CB1579/ai-for-business-communication,(not set),10,0,10,6,28,15,1.866666667,57.6324124,0,4,10,0,10,6,28,15,1.866666667,57.6324124,0,4,
/adult-learner/course-detail/NYP-CB1579/ai-for-business-communication,cet-q1-2025#personal-development,10,0,10,7,14,11,1.272727273,85.72868082,0,2,10,0,10,7,14,11,1.272727273,85.72868082,0,2,
/adult-learner/course-detail/NYP-CB231010/1-day-hands-on-pay-per-click-search-advertising,2025S1-sbm-acet,10,0,10,2,10,11,0.909090909,19.43859973,0.090909091,3,10,0,10,2,10,11,0.909090909,19.43859973,0.090909091,3,
/adult-learner/course-detail/NYP-CB234002/digitalisation-for-tourism-skillsfuture-for-digital-workplace-20,cet-q1-2025,10,0,10,1,11,10,1.1,95.0955782,0,2,10,0,10,1,11,10,1.1,95.0955782,0,2,
/adult-learner/course-detail/NYP-CE1151/introduction-to-deep-learning,(not set),10,0,10,3,14,12,1.166666667,61.50756858,0,1,10,0,10,3,14,12,1.166666667,61.50756858,0,1,
/adult-learner/course-detail/NYP-CE1239/robotic-process-automation-rpa-for-beginners,cet-q1-2025#engineering,10,0,10,1,10,10,1,24.8533206,0,1,10,0,10,1,10,10,1,24.8533206,0,1,
/adult-learner/course-detail/NYP-CE1540/introduction-to-artificial-intelligence-and-machine-learning-synchronous-e-learning,(referral),10,1,10,2,11,10,1.1,37.0294434,0,3,10,1,10,2,11,10,1.1,37.0294434,0,3,
/adult-learner/course-detail/NYP-CE2007/introduction-to-design-thinking,cet-q1-2025,10,0,10,2,10,10,1,20.0353877,0,3,10,0,10,2,10,10,1,20.0353877,0,3,
/adult-learner/course-detail/NYP-CE2010/using-python-for-data-analysis,(not set),10,0,10,1,10,10,1,34.4256058,0.1,3,10,0,10,1,10,10,1,34.4256058,0.1,3,
/adult-learner/course-detail/NYP-CE2011/using-python-for-data-analysis-synchronous-e-learning,cet-q1-2025,10,0,10,3,12,10,1.2,95.9395594,0,4,10,0,10,3,12,10,1.2,95.9395594,0,4,
/adult-learner/course-detail/NYP-CE231013/deep-dive-into-3d-printing,(organic),10,6,10,2,11,12,0.916666667,69.88273875,0.333333333,8,10,6,10,2,11,12,0.916666667,69.88273875,0.333333333,8,
/adult-learner/course-detail/NYP-CH0490/diabetes-care-lifestyle-management,(not set),10,1,10,1,10,11,0.909090909,17.83280682,0.181818182,4,10,1,10,1,10,11,0.909090909,17.83280682,0.181818182,4,
/adult-learner/course-detail/NYP-CI1236/computational-thinking-and-coding,(referral),10,4,10,3,11,11,1,42.77428327,0.090909091,8,10,4,10,3,11,11,1,42.77428327,0.090909091,8,
/adult-learner/course-detail/NYP-CI1292/cyber-defence-fundamentals,cet-q1-2025,10,0,10,2,14,10,1.4,31.5323526,0,4,10,0,10,2,14,10,1.4,31.5323526,0,4,
/adult-learner/course-detail/NYP-CI231002/data-management-and-analysis,(referral),10,3,10,4,15,15,1,44.77852687,0.266666667,5,10,3,10,4,15,15,1,44.77852687,0.266666667,5,
/adult-learner/course-detail/NYP-CK1244/workplace-communication-effective-presentation,cet-q1-2025,10,0,10,1,10,10,1,26.8282777,0,3,10,0,10,1,10,10,1,26.8282777,0,3,
/adult-learner/course-detail/NYP-CK1493/emotional-intelligence-for-workplace-success-synchronous-e-learning,(direct),10,0,10,5,13,11,1.181818182,31.19206718,0.181818182,4,10,0,10,5,13,11,1.181818182,31.19206718,0.181818182,4,
/adult-learner/course-detail/NYP-CK2019/emailing-made-easy,(organic),10,1,10,5,10,10,1,27.561722,0.1,2,10,1,10,5,10,10,1,27.561722,0.1,2,
/adult-learner/course-detail/NYP-CL240001/certificate-in-ojt-foundational-program,cet-q1-2025,10,1,10,6,11,10,1.1,108.2599896,0,4,10,1,10,6,11,10,1.1,108.2599896,0,4,
/adult-learner/course-detail/NYP-CLDP01/diploma-in-applied-science-food-technology,2024S2-sbm-acet,10,0,9,2,11,11,1,24.10694564,0.090909091,5,10,0,9,2,11,11,1,24.10694564,0.090909091,5,
/adult-learner/course-detail/NYP-CLSP06/specialist-diploma-in-nutrition-science,oh2025,10,1,10,6,13,11,1.181818182,107.3386687,0.090909091,8,10,1,10,6,13,11,1.181818182,107.3386687,0.090909091,8,
/adult-learner/course-detail/NYP-CX1259/bim-revit-for-architecture-level-2,(organic),10,2,10,4,12,11,1.090909091,337.8330036,0.181818182,4,10,2,10,4,12,11,1.090909091,337.8330036,0.181818182,4,
/adult-learner/course-detail/NYP-DXSP02/specialist-diploma-in-visual-effects,1.20218E+17,10,0,6,5,11,10,1.1,57.3084476,0.5,10,10,0,6,5,11,10,1.1,57.3084476,0.5,10,
/adult-learner/course-detail/NYP-DXSP03/specialist-diploma-in-service-experience-design-and-innovation,1.20218E+17,10,0,7,2,13,10,1.3,226.148586,0.3,8,10,0,7,2,13,10,1.3,226.148586,0.3,8,
/adult-learner/course-detail/NYP-DXSP05/specialist-diploma-in-digital-media-production,1.20218E+17,10,0,6,5,10,11,0.909090909,204.1198575,0.545454545,10,10,0,6,5,10,11,0.909090909,204.1198575,0.545454545,10,
/adult-learner/course-detail/NYP-DXSP06/specialist-diploma-in-digital-content-creation-for-e-commerce,1.20218E+17,10,0,6,5,12,11,1.090909091,15.47737827,0.545454545,9,10,0,6,5,12,11,1.090909091,15.47737827,0.545454545,9,
/adult-learner/course-detail/NYP-EGDP05/diploma-in-engineering-mechatronics,(referral),10,1,10,5,22,17,1.294117647,226.2539464,0.058823529,9,10,1,10,5,22,17,1.294117647,226.2539464,0.058823529,9,
/adult-learner/course-detail/NYP-EGSP22/specialist-diploma-in-sustainable-materials-management,(not set),10,0,10,5,13,11,1.181818182,141.6646599,0,2,10,0,10,5,13,11,1.181818182,141.6646599,0,2,
/adult-learner/course-detail/NYP-EGSPA1/post-diploma-certificate-in-gxp-of-operations-management-part-of-specialist-diploma-in-biomedical-and-pharmaceutical-engineering,(referral),10,1,10,6,14,13,1.076923077,128.474739,0.307692308,4,10,1,10,6,14,13,1.076923077,128.474739,0.307692308,4,
/adult-learner/course-detail/NYP-EGSPA6/post-diploma-certificate-in-iot-implementation-for-sustainability-solutioning-part-of-specialist-diploma-in-iot-for-sustainable-solutioning,(not set),10,0,10,4,15,10,1.5,234.1616306,0,4,10,0,10,4,15,10,1.5,234.1616306,0,4,
/adult-learner/course-detail/NYP-HSAF31/advanced-diploma-in-nursing-nephro-urology,cet-q1-2025,10,0,10,2,13,13,1,58.72851454,0.076923077,9,10,0,10,2,13,13,1,58.72851454,0.076923077,9,
/adult-learner/course-detail/NYP-HSAF32/advanced-diploma-in-nursing-community-health,(not set),10,0,10,4,13,13,1,70.80025677,0.076923077,6,10,0,10,4,13,13,1,70.80025677,0.076923077,6,
/adult-learner/course-detail/NYP-HSAF38/advanced-diploma-in-nursing-community-health-adch1,(not set),10,0,10,3,20,10,2,134.0494279,0,3,10,0,10,3,20,10,2,134.0494279,0,3,
/adult-learner/course-detail/NYP-HSAF51/advanced-diploma-in-nursing-perianaesthesia-adpa1,(not set),10,0,10,2,14,10,1.4,58.5471724,0,3,10,0,10,2,14,10,1.4,58.5471724,0,3,
/adult-learner/course-detail/NYP-HSAF52/advanced-diploma-in-nursing-perioperative-adpo1,(not set),10,0,10,3,11,10,1.1,33.4625888,0,0,10,0,10,3,11,10,1.1,33.4625888,0,0,
/adult-learner/course-detail/NYP-HSSP14/specialist-diploma-in-clinical-education,(not set),10,0,10,3,11,11,1,22.75598591,0.090909091,3,10,0,10,3,11,11,1,22.75598591,0.090909091,3,
/adult-learner/course-detail/NYP-HSSP15/specialist-diploma-in-nursing-ear-nose-and-throat,cet-q1-2025#personal-development,10,0,10,2,10,10,1,9.6676422,0,2,10,0,10,2,10,10,1,9.6676422,0,2,
/adult-learner/course-detail/NYP-ITDP04/diploma-in-infocomm-and-digital-media-it-network-and-system-administration-dinsa2,2024S2-sbm-acet,10,0,10,2,13,13,1,19.62356238,0.230769231,7,10,0,10,2,13,13,1,19.62356238,0.230769231,7,
/adult-learner/course-detail/NYP-ITLP01/work-study-certificate-leading-to-diploma-in-infocomm-and-digital-media-it-network-and-system-administration-dinsa2,2025S1-sbm-acet,10,0,10,5,12,10,1.2,43.1518968,0,3,10,0,10,5,12,10,1.2,43.1518968,0,3,
/adult-learner/course-detail/NYP-ITSP09/specialist-diploma-in-business-and-big-data-analytics,oh2025,10,0,10,4,12,12,1,218.2972011,0.166666667,9,10,0,10,4,12,12,1,218.2972011,0.166666667,9,
/adult-learner/course-detail/NYP-ITSP12/specialist-diploma-in-applied-artificial-intelligence,(not set),10,0,10,5,15,15,1,236.1812417,0.066666667,6,10,0,10,5,15,15,1,236.1812417,0.066666667,6,
/adult-learner/course-detail/NYP-ITSP12/specialist-diploma-in-applied-artificial-intelligence,oh2025,10,0,10,3,11,12,0.916666667,262.7596388,0,5,10,0,10,3,11,12,0.916666667,262.7596388,0,5,
/adult-learner/course-detail/NYP-JC1D03/a-new-dimension-in-workplace-learning-to-drive-business-growth-innovating-and-benchmarking-with-japans-best-in-class,(organic),10,0,10,2,10,10,1,23.6946322,0,4,10,0,10,2,10,10,1,23.6946322,0,4,
/adult-learner/course-detail/NYP-JC1D04/best-in-class-workplace-learning-strategies-learning-and-adapting-from-germany,cet-q1-2025,10,0,10,0,10,10,1,29.3076576,0,0,10,0,10,0,10,10,1,29.3076576,0,0,
/adult-learner/course-detail/NYP-SI2002_002/creative-problem-solving-and-smart-decision-making-for-business-success-classroom-facilitated-asynchronous-e-learning-practical-training,(organic),10,2,10,1,10,10,1,184.5450838,0,4,10,2,10,1,10,10,1,184.5450838,0,4,
/adult-learner/course-detail/NYP-SI4014_010/mobile-photography-with-your-smartphone-take-amazing-photos-tell-amazing-stories-classroom-facilitated-asynchronous-e-learning,(organic),10,0,10,3,14,12,1.166666667,29.96267167,0,4,10,0,10,3,14,12,1.166666667,29.96267167,0,4,
/adult-learner/course-detail/NYP-SI4024_026/home-based-business,cet-q1-2025,10,0,10,1,10,10,1,52.8816409,0,1,10,0,10,1,10,10,1,52.8816409,0,1,
/adult-learner/course-detail/NYP-SI4047_004/social-commerce-boost-awareness-and-engagement-to-drive-your-business-growth-part-2-classroom-facilitated-practical-training-asynchronous-e-learning,cet-q1-2025,10,0,10,2,12,11,1.090909091,125.8386545,0,3,10,0,10,2,12,11,1.090909091,125.8386545,0,3,
/adult-learner/course-detail/NYP-SI4053_003/casetrust-accreditation-scheme-for-e-commerce-business-individual-training-1-classroom-facilitated-practical-training,(not set),10,0,10,0,10,10,1,55.5237242,0,2,10,0,10,0,10,10,1,55.5237242,0,2,
/adult-learner/course-detail/NYP-SI4058_005/generative-ai-content-creation-super-sprint-sales-and-marketing-performance-classroom-facilitated-practical-training-asynchronous-e-learning,(organic),10,0,10,6,12,12,1,64.81822375,0,3,10,0,10,6,12,12,1,64.81822375,0,3,
/adult-learner/course-detail/NYP-SI4064_005/social-and-influencer-marketing-drive-conversions-and-optimise-returns-classroom-facilitated,(organic),10,0,10,4,11,11,1,32.57332491,0,2,10,0,10,4,11,11,1,32.57332491,0,2,
/adult-learner/course-detail/NYP-SI7025_002/fundamentals-to-starting-an-online-business-classroom-facilitated,(referral),10,8,10,0,12,10,1.2,420.1912962,0.1,7,10,8,10,0,12,10,1.2,420.1912962,0.1,7,
/adult-learner/course-detail/NYP-SI7026_002/basics-in-content-generation-classroom-facilitated,(organic),10,0,10,4,10,11,0.909090909,24.88869218,0.090909091,1,10,0,10,4,10,11,0.909090909,24.88869218,0.090909091,1,
/adult-learner/course-detail/NYP-SI8040_001/introduction-to-sake,(organic),10,2,10,4,12,13,0.923076923,20.69367492,0.076923077,5,10,2,10,4,12,13,0.923076923,20.69367492,0.076923077,5,
/adult-learner/course-detail/NYP-WSCD11_001/apply-principles-of-food-and-beverages-concepts-and-setup,(organic),10,6,10,0,13,10,1.3,191.402986,0.3,3,10,6,10,0,13,10,1.3,191.402986,0.3,3,
